id;cidade;area;quartos;banheiro;vagas;andar;animal;mobiliado;condominio;aluguel;taxas;seguro;total;alugado;relacao
6640;5;250;3;3;3;0;1;0;0;4500;150;68;4718;1;1260
6641;5;60;2;2;1;11;1;0;647;4000;21;51;4719;1;1120
6642;4;90;3;2;1;12;1;1;1000;3400;275;44;4719;0;952
6643;4;70;2;2;1;1;1;1;950;3500;225;46;4721;1;980
6644;1;82;2;2;2;11;0;0;567;3800;303;51;4721;1;1064
6645;5;105;3;2;1;2;1;0;1937;2380;374;31;4722;0;666
6646;5;119;3;3;1;8;0;1;790;3750;135;48;4723;1;1050
6647;5;55;1;2;1;17;1;0;777;3800;100;49;4726;1;1064
6648;4;200;4;2;2;0;1;0;0;4500;157;69;4726;1;1260
6649;5;77;3;1;2;10;1;0;953;3500;230;45;4728;1;980
6650;5;50;2;2;1;3;0;0;840;3700;142;47;4729;1;1036
6651;4;130;3;1;1;2;1;0;1000;3500;184;46;4730;0;980
6652;5;300;3;3;5;0;1;0;0;4250;417;64;4731;1;1190
6653;5;60;2;2;1;7;1;1;752;3800;130;49;4731;1;1064
6654;5;111;3;4;2;1;0;0;680;4000;0;51;4731;1;1120
6655;5;200;4;4;4;0;1;0;0;4220;450;64;4734;1;1182
6656;5;150;3;4;3;4;1;0;2080;1980;648;26;4734;0;554
6657;5;50;1;1;1;3;0;1;679;3900;105;50;4734;1;1092
6658;5;38;1;1;1;14;0;1;1620;2800;279;36;4735;0;784
6659;4;200;4;3;2;7;1;0;1940;2300;467;30;4737;0;644
6660;5;130;3;2;1;13;1;0;1600;2900;200;37;4737;0;812
6661;4;128;3;3;1;8;1;1;950;3500;242;46;4738;1;980
6662;5;190;4;4;2;0;0;0;0;4450;223;67;4740;1;1246
6663;5;68;2;2;2;8;1;1;1030;3430;236;44;4740;0;960
6664;5;60;2;2;2;11;1;1;760;3800;132;49;4741;1;1064
6665;4;80;4;3;1;3;0;0;1500;3000;202;39;4741;0;840
6666;4;72;1;1;1;1;1;0;957;3500;239;46;4742;1;980
6667;5;350;3;4;6;0;1;0;0;3850;834;58;4742;1;1078
6668;5;73;2;2;1;7;1;0;1100;3500;100;45;4745;0;980
6669;5;53;2;1;1;7;1;0;450;4200;42;54;4746;1;1176
6670;5;60;2;1;1;7;1;1;785;3800;112;49;4746;1;1064
6671;5;77;2;1;1;5;1;0;1148;3100;464;40;4752;0;868
6672;4;58;2;1;0;2;0;1;500;4000;200;52;4752;1;1120
6673;5;85;3;2;1;8;1;0;996;3560;150;46;4752;1;997
6674;1;318;4;2;2;0;0;0;0;4500;179;74;4753;1;1260
6675;1;83;3;3;2;5;1;1;990;3500;216;47;4753;0;980
6676;5;135;3;2;2;3;1;0;1650;2300;775;30;4755;0;644
6677;5;129;3;2;2;6;1;0;1580;2600;542;33;4755;0;728
6678;4;110;2;2;1;2;1;0;1000;3500;210;46;4756;0;980
6679;1;180;3;3;2;1;1;0;1500;2950;267;40;4757;0;826
6680;5;225;4;3;2;0;1;1;0;4400;290;67;4757;1;1232
6681;5;150;3;5;3;0;1;1;0;4500;189;68;4757;1;1260
6682;5;100;3;3;3;1;1;0;1000;3300;417;42;4759;0;924
6683;5;200;4;4;6;0;1;0;0;4320;375;65;4760;1;1210
6684;5;53;2;2;1;10;1;1;1940;2400;389;31;4760;0;672
6685;4;80;2;2;1;2;0;0;1050;3500;167;46;4763;0;980
6686;5;99;2;2;2;4;1;0;590;4000;122;51;4763;1;1120
6687;5;48;1;1;1;12;1;1;766;3800;150;49;4765;1;1064
6688;5;220;3;4;2;0;1;1;0;4500;197;68;4765;1;1260
6689;5;160;3;2;1;0;1;0;0;4700;0;71;4771;1;1316
6690;5;210;3;2;3;0;1;0;0;4700;0;71;4771;1;1316
6691;5;180;3;4;3;12;1;0;2047;1800;902;23;4772;0;504
6692;5;180;3;4;4;0;1;1;0;4700;2;71;4773;1;1316
6693;5;63;2;2;1;19;1;0;184;4400;136;56;4776;1;1232
6694;5;160;3;3;2;0;1;0;0;4500;209;68;4777;1;1260
6695;5;125;3;2;0;2;0;0;1551;2700;495;35;4781;0;756
6696;2;83;2;2;2;1;1;1;800;3700;234;47;4781;1;1036
6697;5;64;1;2;1;4;1;1;850;3700;185;47;4782;1;1036
6698;5;180;3;3;2;6;1;0;1699;2800;250;36;4785;0;784
6699;5;100;3;3;2;7;1;1;1058;3310;379;42;4789;0;927
6700;5;29;1;1;1;10;0;1;1500;3050;200;39;4789;0;854
6701;1;168;5;3;2;2;1;0;1443;2900;408;39;4790;0;812
6702;5;136;4;2;3;12;1;0;1200;3300;250;42;4792;0;924
6703;2;140;4;3;2;14;1;0;1030;3500;220;45;4795;0;980
6704;5;220;3;4;3;0;1;1;0;4600;126;70;4796;1;1288
6705;4;91;2;2;1;1;1;0;1102;3450;201;45;4798;0;966
6706;5;101;3;4;2;5;1;0;1300;3120;340;40;4800;0;874
6707;1;176;4;2;2;0;1;0;0;4500;226;74;4800;1;1260
6708;5;240;3;3;2;0;1;1;0;4350;385;66;4801;1;1218
6709;2;200;3;4;2;4;0;0;2500;2000;275;26;4801;0;560
6710;2;200;4;3;2;1;1;0;1150;3400;209;44;4803;0;952
6711;5;119;3;2;1;7;1;0;1011;3500;247;45;4803;0;980
6712;1;90;2;2;2;4;0;1;500;4000;250;54;4804;1;1120
6713;1;190;4;2;2;4;1;0;970;3500;287;47;4804;1;980
6714;5;150;3;4;1;0;1;0;0;4250;491;64;4805;1;1190
6715;5;112;3;2;1;8;1;0;810;3850;98;49;4807;1;1078
6716;4;90;2;2;1;9;1;0;880;3800;80;49;4809;1;1064
6717;1;240;4;5;3;4;1;0;912;3500;350;47;4809;1;980
6718;5;200;3;2;3;0;1;0;0;3950;800;60;4810;1;1106
6719;5;65;2;2;1;8;1;0;956;3800;7;50;4813;1;1064
6720;1;180;3;3;3;4;1;0;331;4200;227;56;4814;1;1176
6721;5;26;1;1;0;4;1;1;400;4300;60;55;4815;1;1204
6722;5;200;3;2;2;0;1;0;0;4500;250;68;4818;1;1260
6723;5;240;3;3;2;0;1;0;0;4500;250;68;4818;1;1260
6724;4;99;3;2;1;10;1;0;1080;3500;192;46;4818;0;980
6725;4;76;2;2;2;7;0;0;1250;3300;226;43;4819;0;924
6726;5;87;2;2;2;15;1;0;722;3800;250;49;4821;1;1064
6727;5;70;2;2;2;16;1;0;1400;3300;84;42;4826;0;924
6728;5;136;3;4;3;2;1;0;1490;2800;500;36;4826;0;784
6729;5;114;3;2;2;9;1;0;900;3780;100;48;4828;1;1058
6730;4;105;2;2;0;3;1;0;1180;3430;174;45;4829;0;960
6731;5;52;1;1;1;7;1;1;1500;3000;292;39;4831;0;840
6732;4;120;3;1;0;3;0;1;1250;3300;238;43;4831;0;924
6733;5;250;3;3;6;0;1;0;0;4250;519;64;4833;1;1190
6734;4;170;4;3;4;10;1;0;1876;2350;576;31;4833;0;658
6735;1;360;5;4;1;0;1;0;0;4600;158;76;4834;1;1288
6736;5;170;3;2;2;0;1;0;0;4500;267;68;4835;1;1260
6737;5;134;3;3;2;18;1;1;900;3500;390;45;4835;1;980
6738;5;105;3;2;1;14;0;0;1130;3600;60;46;4836;0;1008
6739;1;150;4;3;3;5;0;0;1200;3300;293;44;4837;0;924
6740;1;110;2;2;1;6;1;0;700;4000;84;54;4838;1;1120
6741;4;160;3;2;1;7;1;0;2305;2300;205;30;4840;0;644
6742;5;57;2;2;1;8;1;0;500;4150;140;53;4843;1;1162
6743;1;180;5;5;4;0;1;0;0;4500;270;74;4844;1;1260
6744;1;284;5;2;3;0;1;0;0;4500;270;74;4844;1;1260
6745;4;103;3;1;0;2;1;0;1300;3500;0;46;4846;0;980
6746;5;120;3;2;1;7;1;1;1400;3280;125;42;4847;0;918
6747;3;135;4;4;1;6;1;1;1300;3200;300;47;4847;0;896
6748;5;80;2;2;2;6;1;0;1770;3000;39;39;4848;0;840
6749;5;160;5;3;3;0;1;0;0;4460;321;68;4849;1;1249
6750;4;80;2;2;1;1;1;1;1100;3499;205;46;4850;0;980
6751;5;208;4;2;4;0;1;0;0;4500;282;68;4850;1;1260
6752;5;33;1;1;1;12;0;0;552;4150;95;53;4850;1;1162
6753;5;160;3;2;2;1;1;0;1515;2900;400;37;4852;0;812
6754;5;92;3;2;2;10;1;0;990;3500;317;45;4852;0;980
6755;2;268;3;4;4;0;1;0;790;3500;509;53;4852;1;980
6756;4;93;2;2;0;4;0;1;1360;3180;272;41;4853;0;890
6757;2;113;3;3;2;4;1;0;1000;3804;0;49;4853;1;1065
6758;5;120;3;3;2;9;1;1;1200;3500;109;45;4854;0;980
6759;4;100;2;2;0;1;1;0;1550;2956;310;39;4855;0;828
6760;3;62;2;2;1;7;0;1;800;3900;100;57;4857;1;1092
6761;5;160;3;4;4;2;1;0;2250;2100;480;27;4857;0;588
6762;5;83;3;2;2;7;1;0;804;3690;317;47;4858;1;1033
6763;4;45;1;1;1;1;1;1;1437;3000;382;39;4858;0;840
6764;1;52;1;2;1;11;1;1;1000;3600;211;48;4859;1;1008
6765;4;120;3;3;2;6;1;0;1316;3000;504;39;4859;0;840
6766;5;69;2;2;1;21;1;0;662;4000;146;51;4859;1;1120
6767;5;200;2;2;6;0;1;0;0;4500;292;68;4860;1;1260
6768;4;70;2;2;1;3;1;0;990;3700;122;48;4860;1;1036
6769;5;330;5;4;4;0;1;0;0;4600;192;70;4862;1;1288
6770;5;293;4;3;3;5;1;0;3300;1050;500;14;4864;0;294
6771;2;110;3;3;2;0;1;0;560;3200;1056;49;4865;1;896
6772;4;70;1;1;1;4;1;0;1065;3500;255;46;4866;0;980
6773;4;30;1;1;0;2;0;1;750;4000;67;52;4869;1;1120
6774;3;157;4;3;1;12;1;1;1150;3500;169;52;4871;0;980
6775;4;86;3;2;1;7;1;1;1300;3300;228;43;4871;0;924
6776;5;61;1;2;1;13;1;0;680;4000;140;51;4871;1;1120
6777;5;70;3;2;1;3;1;0;1087;3700;38;47;4872;0;1036
6778;5;220;3;4;2;0;1;0;0;4800;0;73;4873;1;1344
6779;5;100;3;1;0;6;1;1;805;3900;120;50;4875;1;1092
6780;5;167;3;3;3;19;1;1;1500;2800;542;36;4878;0;784
6781;1;420;6;4;0;5;1;0;927;3500;405;47;4879;1;980
6782;1;400;3;3;2;0;1;0;0;4800;0;79;4879;1;1344
6783;4;75;2;2;1;5;0;1;1832;2750;263;36;4881;0;770
6784;5;140;2;1;2;0;1;0;0;4000;821;61;4882;1;1120
6785;5;120;3;3;1;5;1;0;1656;3000;189;39;4884;0;840
6786;4;142;3;2;1;1;1;1;1732;2868;247;37;4884;0;803
6787;1;258;4;4;3;1;1;0;1000;3500;338;47;4885;0;980
6788;1;340;3;5;5;0;1;0;0;4600;211;76;4887;1;1288
6789;4;140;3;2;0;2;1;0;1345;3200;300;42;4887;0;896
6790;5;104;3;2;2;1;0;0;1040;3800;0;49;4889;1;1064
6791;5;100;3;4;2;6;0;0;1380;3000;470;39;4889;0;840
6792;5;202;4;4;2;7;1;0;1600;3000;250;39;4889;0;840
6793;4;160;3;2;1;2;0;0;1400;3100;350;40;4890;0;868
6794;4;38;2;2;1;10;1;0;1450;3200;200;42;4892;0;896
6795;5;300;3;5;4;0;1;0;0;4490;334;68;4892;1;1257
6796;4;250;2;4;8;0;1;0;0;4500;325;69;4894;1;1260
6797;5;38;1;1;1;5;0;1;1450;3400;0;44;4894;0;952
6798;1;140;4;3;3;4;1;0;1200;3400;250;46;4896;0;952
6799;5;138;2;3;2;9;1;1;2082;2180;606;28;4896;0;610
6800;5;72;1;1;1;0;0;1;670;4000;175;51;4896;1;1120
6801;1;210;3;3;3;1;1;0;400;4200;242;56;4898;1;1176
6802;5;63;2;2;2;4;0;0;600;4080;167;52;4899;1;1142
6803;5;90;3;2;2;1;1;0;1800;2730;334;35;4899;0;764
6804;1;155;4;3;3;7;1;0;1200;3300;356;44;4900;0;924
6805;5;70;2;2;0;24;0;1;800;4000;50;51;4901;1;1120
6806;5;250;3;4;4;0;1;0;0;4500;334;68;4902;1;1260
6807;3;220;3;3;4;0;1;0;0;2500;2360;45;4905;1;700
6808;4;87;2;2;1;8;1;0;1110;3500;249;46;4905;0;980
6809;1;158;3;3;2;5;1;0;796;3700;360;50;4906;1;1036
6810;4;71;2;2;1;12;1;1;1170;3500;190;46;4906;0;980
6811;5;96;3;1;1;5;1;1;1172;3550;140;45;4907;0;994
6812;5;127;3;3;2;1;1;0;804;3800;257;49;4910;1;1064
6813;4;70;2;2;1;4;0;1;750;4100;13;53;4916;1;1148
6814;5;160;3;4;3;4;1;0;2087;2500;298;32;4917;0;700
6815;4;192;3;2;1;0;1;0;0;4500;350;69;4919;1;1260
6816;5;130;3;4;4;0;1;0;1100;3280;490;50;4920;0;918
6817;5;110;3;3;2;0;1;0;0;4800;50;73;4923;1;1344
6818;1;160;3;3;3;0;0;0;0;4500;350;74;4924;1;1260
6819;4;70;2;1;1;3;1;0;950;3800;125;49;4924;1;1064
6820;5;168;4;4;3;6;1;0;1400;3250;234;42;4926;0;910
6821;5;71;1;1;1;11;1;0;1650;3000;238;39;4927;0;840
6822;5;110;3;2;2;11;1;0;1179;3500;205;45;4929;0;980
6823;5;87;3;2;1;4;1;0;1191;3600;93;46;4930;0;1008
6824;5;68;2;2;2;12;0;0;2600;2300;0;30;4930;0;644
6825;5;120;3;4;2;5;1;1;2200;2040;667;26;4933;0;571
6826;5;45;1;1;1;3;0;1;800;4000;84;51;4935;1;1120
6827;5;230;3;2;3;0;0;0;0;4500;367;68;4935;1;1260
6828;1;266;4;3;4;0;1;0;0;4500;362;74;4936;1;1260
6829;3;180;4;1;1;0;1;0;1;4480;375;80;4936;1;1254
6830;3;450;5;3;6;0;1;0;0;4760;94;85;4939;1;1333
6831;5;52;1;1;1;15;1;1;650;3950;290;51;4941;1;1106
6832;5;90;3;2;1;10;1;0;1686;3090;125;40;4941;0;865
6833;5;108;3;2;1;10;1;0;1000;3655;240;47;4942;1;1023
6834;5;150;3;3;2;7;1;0;1300;3400;200;44;4944;0;952
6835;3;101;3;2;2;8;1;1;541;4200;142;62;4945;1;1176
6836;5;134;3;3;1;4;1;0;1200;3500;200;45;4945;0;980
6837;3;109;1;2;2;3;1;1;496;4300;87;63;4946;1;1204
6838;5;61;2;2;1;13;1;0;764;4000;134;51;4949;1;1120
6839;5;27;1;1;0;5;0;0;1404;3500;1;45;4950;0;980
6840;5;100;5;5;2;0;0;0;0;4500;382;68;4950;1;1260
6841;5;75;3;2;1;10;1;0;1000;3900;0;50;4950;1;1092
6842;5;27;1;1;0;5;0;0;1405;3500;1;45;4951;0;980
6843;5;27;1;1;0;5;0;0;1405;3500;1;45;4951;0;980
6844;5;50;1;1;1;17;1;1;776;4000;126;51;4953;1;1120
6845;4;120;3;3;1;3;1;0;1260;3500;147;46;4953;0;980
6846;1;279;4;5;4;0;1;0;0;4500;379;74;4953;1;1260
6847;5;200;3;2;2;0;1;1;0;4700;184;71;4955;1;1316
6848;5;45;1;2;1;15;1;1;856;3900;150;50;4956;1;1092
6849;5;300;3;4;7;0;0;0;0;4340;550;66;4956;1;1215
6850;1;140;4;3;3;4;1;0;1320;3300;292;44;4956;0;924
6851;5;240;3;3;0;0;1;0;300;4300;292;65;4957;1;1204
6852;4;50;1;1;1;3;1;0;2208;2300;420;30;4958;0;644
6853;5;44;1;1;1;9;1;1;1785;2930;205;38;4958;0;820
6854;1;140;4;2;2;1;1;0;1000;3500;413;47;4960;0;980
6855;5;74;2;2;0;4;1;1;1105;3600;210;46;4961;0;1008
6856;5;72;2;2;1;11;1;0;920;3990;0;51;4961;1;1117
6857;5;100;3;3;3;5;1;0;1000;3500;417;45;4962;0;980
6858;5;350;7;4;2;0;1;0;0;4600;292;70;4962;1;1288
6859;5;132;3;4;2;10;1;0;1405;3200;317;41;4963;0;896
6860;5;160;3;3;2;0;1;0;0;4680;212;71;4963;1;1310
6861;5;89;3;3;2;8;0;0;965;3800;150;49;4964;1;1064
6862;5;230;3;2;2;0;1;1;0;4590;309;69;4968;1;1285
6863;2;273;4;2;2;4;1;1;2100;2470;366;32;4968;0;692
6864;4;111;3;2;2;11;1;1;1100;3500;325;46;4971;0;980
6865;4;107;3;2;0;7;1;1;1460;3200;270;42;4972;0;896
6866;5;299;3;3;3;1;1;0;2689;1942;316;25;4972;0;544
6867;5;131;3;2;2;6;0;1;1400;3000;534;39;4973;0;840
6868;1;153;4;2;2;1;1;0;1000;3500;426;47;4973;0;980
6869;5;165;3;4;6;0;1;1;0;4800;100;73;4973;1;1344
6870;4;95;3;1;0;16;1;0;1048;3600;283;47;4978;0;1008
6871;1;367;4;3;8;0;1;1;0;4500;404;74;4978;1;1260
6872;5;108;3;3;2;2;1;0;1200;3400;334;44;4978;0;952
6873;5;156;4;4;3;1;1;1;2000;2200;750;28;4978;0;616
6874;5;39;1;1;1;24;0;1;600;4200;125;54;4979;1;1176
6875;5;124;3;3;2;2;0;0;2019;2500;430;32;4981;0;700
6876;3;82;2;2;2;3;1;1;570;4150;200;61;4981;1;1162
6877;5;90;2;2;1;0;0;0;0;4500;414;68;4982;1;1260
6878;4;130;3;2;1;8;1;0;1889;2610;450;34;4983;0;731
6879;5;270;6;3;6;0;1;0;0;4500;417;68;4985;1;1260
6880;5;150;3;3;2;0;1;0;0;4680;235;71;4986;1;1310
6881;5;135;3;2;1;4;1;0;1378;3290;279;42;4989;0;921
6882;4;100;3;1;1;1;1;0;1700;3000;250;39;4989;0;840
6883;5;52;1;2;1;4;1;1;795;3850;297;49;4991;1;1078
6884;5;122;3;2;1;17;1;0;970;3860;113;49;4992;1;1081
6885;5;80;2;1;1;2;1;1;1950;2800;209;36;4995;0;784
6886;1;55;1;1;1;3;0;1;1250;3450;250;46;4996;0;966
6887;2;129;3;2;2;1;1;0;1411;3310;235;42;4998;0;927
6888;5;140;3;3;2;0;1;1;0;4900;25;74;4999;1;1372
6889;5;112;3;3;2;8;0;0;1222;3250;486;42;5000;0;910
6890;2;250;4;4;0;0;1;0;750;3825;369;58;5002;1;1071
6891;5;150;3;3;3;0;1;0;100;4600;234;70;5004;1;1288
6892;1;216;5;2;2;0;1;0;0;4500;431;74;5005;1;1260
6893;5;78;2;2;2;13;1;0;613;4338;0;55;5006;1;1215
6894;5;80;3;2;2;6;1;0;1219;3650;90;47;5006;0;1022
6895;5;110;2;2;0;4;1;1;1356;3360;248;43;5007;0;941
6896;4;76;2;2;1;9;1;1;1400;3360;203;44;5007;0;941
6897;5;148;4;4;4;10;1;1;2580;2000;406;26;5012;0;560
6898;5;150;3;5;2;14;1;0;1423;3102;452;40;5017;0;869
6899;4;250;5;2;5;0;1;0;0;4675;270;72;5017;1;1309
6900;1;220;4;3;2;2;1;0;1200;3500;271;47;5018;0;980
6901;5;127;3;4;2;6;0;1;1227;3500;250;45;5022;0;980
6902;1;300;5;5;5;0;0;0;0;4500;450;74;5024;1;1260
6903;5;34;1;1;0;9;1;0;310;4600;55;59;5024;1;1288
6904;2;83;2;1;8;0;1;0;0;4550;405;69;5024;1;1274
6905;5;198;3;2;2;8;1;0;1400;3250;334;42;5026;0;910
6906;3;80;2;1;1;8;1;0;755;4000;212;59;5026;1;1120
6907;4;100;3;1;0;12;1;0;1367;3399;217;44;5027;0;952
6908;5;250;2;2;8;0;1;1;0;4500;459;68;5027;1;1260
6909;5;120;3;2;2;8;1;0;740;4000;238;51;5029;1;1120
6910;5;90;2;2;2;7;1;0;1630;3040;322;39;5031;0;851
6911;2;223;3;5;2;2;1;0;1400;3300;290;42;5032;0;924
6912;4;187;2;3;3;14;1;0;1600;3100;292;40;5032;0;868
6913;2;96;3;3;2;4;0;0;590;4147;243;53;5033;1;1161
6914;2;130;3;5;2;2;1;0;1170;3610;209;46;5035;0;1011
6915;5;161;3;3;3;8;1;0;1762;2500;741;32;5035;0;700
6916;5;100;2;2;2;0;1;0;1750;2800;450;36;5036;0;784
6917;1;90;3;2;0;8;0;0;630;4200;150;56;5036;1;1176
6918;4;136;3;1;0;8;1;1;2000;3000;0;39;5039;0;840
6919;5;110;3;3;2;2;1;1;1000;3800;192;49;5041;1;1064
6920;5;132;4;4;3;8;1;0;2170;2400;442;31;5043;0;672
6921;5;220;4;3;3;3;1;0;1600;3400;0;44;5044;0;952
6922;5;33;1;1;1;18;0;1;1500;3500;0;45;5045;0;980
6923;2;550;3;4;8;0;1;0;0;4600;380;70;5050;1;1288
6924;5;87;3;2;2;5;0;0;750;4000;250;51;5051;1;1120
6925;5;170;3;3;3;8;1;1;1570;2800;648;36;5054;0;784
6926;3;93;2;2;3;6;1;1;873;3900;224;57;5054;1;1092
6927;5;155;4;3;2;16;1;0;1050;3500;459;45;5054;0;980
6928;1;260;4;3;4;0;0;0;0;4500;480;74;5054;1;1260
6929;5;234;4;3;3;6;1;0;2688;1920;423;25;5056;0;538
6930;5;200;3;3;8;0;1;0;0;4480;509;68;5057;1;1254
6931;1;150;4;4;2;6;1;1;1305;3350;359;45;5059;0;938
6932;3;112;3;2;2;3;1;1;800;4100;100;60;5060;1;1148
6933;5;42;1;1;1;14;0;0;0;5000;0;64;5064;1;1400
6934;5;120;3;2;2;0;1;0;0;4800;192;73;5065;1;1344
6935;2;120;4;3;8;0;1;0;0;4500;500;68;5068;1;1260
6936;5;130;2;2;2;3;1;0;1750;3000;284;39;5073;0;840
6937;5;240;3;5;6;0;1;0;0;4900;100;74;5074;1;1372
6938;5;92;3;3;1;3;1;1;750;4250;21;54;5075;1;1190
6939;5;200;2;2;1;0;1;0;0;5000;0;76;5076;1;1400
6940;5;170;3;2;3;0;1;0;0;5000;0;76;5076;1;1400
6941;5;110;3;2;1;5;1;1;1217;3600;215;46;5078;0;1008
6942;5;137;2;2;1;0;0;0;0;4600;410;70;5080;1;1288
6943;4;130;3;2;1;10;1;1;1338;3250;450;42;5080;0;910
6944;5;80;2;3;0;6;1;0;1312;3300;427;42;5081;0;924
6945;1;300;3;3;0;0;1;1;0;5000;0;82;5082;1;1400
6946;1;350;5;5;2;5;1;1;730;4000;298;54;5082;1;1120
6947;3;360;5;3;6;0;1;1;0;4800;197;86;5083;1;1344
6948;4;82;2;1;0;0;1;1;0;4950;59;76;5085;1;1386
6949;5;65;2;1;1;8;1;1;1082;3820;134;49;5085;0;1070
6950;5;130;3;3;2;7;1;0;1200;3500;342;45;5087;0;980
6951;5;96;3;3;2;5;1;0;855;3700;486;47;5088;1;1036
6952;4;45;1;1;0;4;0;1;450;4500;80;58;5088;1;1260
6953;1;200;3;3;3;0;1;1;200;4700;110;78;5088;1;1316
6954;2;144;3;2;3;0;1;0;890;4000;138;61;5089;1;1120
6955;5;84;2;1;2;11;0;1;800;4000;240;51;5091;1;1120
6956;4;80;2;2;1;2;1;0;1100;3776;167;49;5092;0;1057
6957;5;32;1;1;1;2;0;1;1500;3250;300;42;5092;0;910
6958;5;94;3;2;2;1;1;0;1337;3570;140;46;5093;0;1000
6959;5;31;1;1;1;9;0;1;1500;3400;150;44;5094;0;952
6960;5;32;1;1;1;9;0;1;1500;3400;150;44;5094;0;952
6961;1;135;4;2;2;2;1;0;950;3800;294;51;5095;1;1064
6962;5;175;1;3;2;19;0;1;900;4142;0;53;5095;1;1160
6963;5;90;3;2;2;7;1;0;1300;3500;250;45;5095;0;980
6964;5;110;2;2;1;1;1;0;1216;2700;1144;35;5095;0;756
6965;2;136;4;5;3;6;1;1;1253;3579;218;46;5096;0;1002
6966;5;145;2;2;1;3;1;1;670;4300;72;55;5097;1;1204
6967;4;100;3;2;1;2;1;0;1735;3000;324;39;5098;0;840
6968;4;90;3;2;1;1;0;1;2153;2550;364;33;5100;0;714
6969;5;244;3;4;2;0;1;0;0;4500;535;68;5103;1;1260
6970;5;84;3;2;3;8;0;0;1450;3200;413;41;5104;0;896
6971;5;300;5;5;3;0;1;0;0;4700;334;71;5105;1;1316
6972;2;94;2;2;2;3;1;0;890;4000;165;51;5106;1;1120
6973;5;86;2;1;1;11;0;0;1105;3800;155;49;5109;0;1064
6974;3;238;3;3;3;2;1;1;700;4180;167;62;5109;1;1170
6975;4;25;1;1;1;4;1;0;1850;2805;417;37;5109;0;785
6976;5;300;3;4;1;0;1;0;0;4500;542;68;5110;1;1260
6977;4;160;3;2;1;5;1;0;1815;3000;256;39;5110;0;840
6978;5;140;2;2;1;3;0;0;1882;3000;190;39;5111;0;840
6979;5;147;3;3;3;13;1;0;1157;3600;309;46;5112;0;1008
6980;3;180;6;2;3;1;1;0;0;4800;242;71;5113;1;1344
6981;4;76;2;2;1;8;1;1;1200;3700;167;48;5115;0;1036
6982;5;52;1;2;1;3;1;1;850;4100;116;52;5118;1;1148
6983;4;80;2;2;0;4;1;0;800;4100;165;53;5118;1;1148
6984;5;111;2;2;1;14;0;0;1400;3500;175;45;5120;0;980
6985;5;113;3;2;2;8;1;0;1750;2975;359;38;5122;0;833
6986;5;165;4;3;2;0;1;0;0;5000;46;76;5122;1;1400
6987;5;119;3;3;1;4;0;1;1500;3370;209;43;5122;0;944
6988;5;96;2;2;2;23;0;1;800;4000;273;51;5124;1;1120
6989;5;142;4;4;3;15;0;0;1661;2870;559;37;5127;0;804
6990;5;211;4;4;4;26;0;0;1500;2880;717;37;5134;0;806
6991;3;136;4;3;2;3;0;0;750;4000;327;59;5136;1;1120
6992;5;127;2;3;2;1;1;1;996;3800;292;49;5137;1;1064
6993;3;180;3;2;2;0;1;0;0;5048;0;90;5138;1;1413
6994;4;120;3;2;0;3;1;0;1333;3500;259;46;5138;0;980
6995;5;42;1;1;1;21;0;1;2406;2500;202;32;5140;0;700
6996;2;150;4;3;4;0;0;0;750;4000;334;61;5145;1;1120
6997;5;300;3;3;8;0;1;0;0;4675;400;71;5146;1;1309
6998;5;210;4;4;3;0;1;1;0;4700;375;71;5146;1;1316
6999;4;180;4;2;1;8;1;0;1600;3000;507;39;5146;0;840
7000;3;225;3;3;2;3;1;0;1100;3800;192;56;5148;0;1064
7001;5;107;3;2;2;4;1;0;1393;3300;413;42;5148;0;924
7002;5;215;3;3;4;0;1;0;0;4800;275;73;5148;1;1344
7003;5;300;4;4;4;1;1;0;1700;2500;917;32;5149;0;700
7004;4;85;2;2;1;2;1;0;1140;3600;363;47;5150;0;1008
7005;5;72;1;2;2;19;1;0;900;4000;200;51;5151;1;1120
7006;5;61;2;2;1;17;1;0;764;4200;134;54;5152;1;1176
7007;5;276;4;5;4;0;1;0;0;4900;183;74;5157;1;1372
7008;5;42;1;1;1;4;0;1;660;4400;41;56;5157;1;1232
7009;5;200;3;3;1;5;1;0;1750;3200;167;41;5158;0;896
7010;5;98;2;2;0;8;1;0;600;4500;0;58;5158;1;1260
7011;4;90;3;2;1;2;0;1;1000;3800;310;49;5159;1;1064
7012;5;40;1;1;1;5;0;0;603;4320;181;55;5159;1;1210
7013;5;80;1;2;1;10;1;1;1000;4000;109;51;5160;1;1120
7014;5;104;2;2;1;6;0;1;1100;4000;10;51;5161;1;1120
7015;5;100;3;2;2;7;0;0;1400;3500;217;45;5162;0;980
7016;5;165;3;3;3;2;1;0;1660;2700;767;35;5162;0;756
7017;1;230;3;3;3;5;1;0;700;4000;408;54;5162;1;1120
7018;5;100;3;3;2;0;1;0;900;4100;100;62;5162;1;1148
7019;4;179;4;2;0;9;1;0;1600;3040;484;40;5164;0;851
7020;4;168;3;2;0;1;1;0;1000;3700;417;48;5165;1;1036
7021;1;200;4;2;1;5;0;0;1800;3000;327;40;5167;0;840
7022;5;93;3;2;1;10;1;0;1497;3400;227;44;5168;0;952
7023;2;470;4;4;0;0;1;1;690;3700;723;56;5169;1;1036
7024;5;150;3;4;3;0;1;1;0;4600;500;70;5170;1;1288
7025;5;200;5;2;3;0;1;0;0;4800;300;73;5173;1;1344
